"ASIGNATURA_REFERENCIA","MATRICULA_CURSO_ACADEMICO","GRUPO_ID","INGLES","ASIGNACION_MANUAL","MATRICULA_EXPEDIENTES_NEXP"
"51718","20/21","","","",104300828
"51739","20/21","","","",104300828
"51047","20/21","","","",104300828
"51057","20/21","","","",104300828
"51056","20/21","","","",104300828
"50663","20/21","","","",104100829
"50994","20/21","","","",104100829
"50997","20/21","","","",104100829
"51000","20/21","","","",104100829
"51002","20/21","","","",104100829
"51007","20/21","","","",104100829
"51011","20/21","","","",104100829
"51025","20/21","","","",104100829
"51017","20/21","","","",104100829
"51013","20/21","","","",104100829
"50998","20/21","","","",104100830
"51009","20/21","","","",104100830
"51008","20/21","","","",104100830
"51059","20/21","","","",104100830
"51047","20/21","","","",104100830
"51191","20/21","","","",104100830
"51039","20/21","","","",104100830
"50658","20/21","","","",104100831
"50994","20/21","","","",104100831
"50996","20/21","","","",104100831
"50997","20/21","","","",104100831
"50998","20/21","","","",104100831
"50999","20/21","","","",104100831
"51000","20/21","","","",104100831
"51001","20/21","","","",104100831
"51002","20/21","","","",104100831
"51003","20/21","","","",104100831
"50666","20/21","","","",104100832
"50994","20/21","","","",104100832
"50997","20/21","","","",104100832
"51007","20/21","","","",104100832
"51009","20/21","","","",104100832
"51011","20/21","","","",104100832
"51015","20/21","","","",104100832
"51025","20/21","","","",104100832
"51024","20/21","","","",104100832
"51017","20/21","","","",104100832
"51013","20/21","","","",104100832
"51049","20/21","","","",104100832
"50658","20/21","","","",104100833
"50659","20/21","","","",104100833
"50660","20/21","","","",104100833
"50661","20/21","","","",104100833
"50662","20/21","","","",104100833
"50663","20/21","","","",104100833
"50664","20/21","","","",104100833
"50665","20/21","","","",104100833
"50666","20/21","","","",104100833
"50667","20/21","","","",104100833
"51683","20/21","","","",104300834
"51684","20/21","","","",104300834
"51685","20/21","","","",104300834
"51686","20/21","","","",104300834
"51687","20/21","","","",104300834
"51688","20/21","","","",104300834
"51689","20/21","","","",104300834
"51690","20/21","","","",104300834
"51691","20/21","","","",104300834
"51692","20/21","","","",104300834
"50658","20/21","","","",104100835
"50659","20/21","","","",104100835
"50660","20/21","","","",104100835
"50661","20/21","","","",104100835
"50662","20/21","","","",104100835
"50663","20/21","","","",104100835
"50664","20/21","","","",104100835
"50666","20/21","","","",104100835
"50667","20/21","","","",104100835
"51138","20/21","","","",104200836
"51148","20/21","","","",104200836
"51151","20/21","","","",104200836
"51152","20/21","","","",104200836
"51155","20/21","","","",104200836
"51174","20/21","","","",104200836
"51175","20/21","","","",104200836
"51195","20/21","","","",104200836
"51186","20/21","","","",104200836
"50658","20/21","","","",104100837
"50994","20/21","","","",104100837
"50996","20/21","","","",104100949
"50997","20/21","","","",104100949
"50999","20/21","","","",104100949
"51001","20/21","","","",104100949
"51002","20/21","","","",104100949
"51003","20/21","","","",104100949
"51138","20/21","","","",104200950
"51144","20/21","","","",104200950
"51148","20/21","","","",104200950
"51152","20/21","","","",104200950
"51198","20/21","","","",104200950
"51056","20/21","","","",104200950
"50659","20/21","","","",104100951
"50660","20/21","","","",104100951
"50662","20/21","","","",104100951
"50663","20/21","","","",104100951
"50664","20/21","","","",104100951
"50994","20/21","","","",104100951
"50995","20/21","","","",104100951
"51000","20/21","","","",104100951
"51002","20/21","","","",104100951
"51003","20/21","","","",104100951
"50658","20/21","","","",104100952
"50659","20/21","","","",104100952
"50660","20/21","","","",104100952
"50661","20/21","","","",104100952
"50662","20/21","","","",104100952
"50663","20/21","","","",104100952
"50664","20/21","","","",104100952
"50665","20/21","","","",104100952
"50666","20/21","","","",104100952
"50667","20/21","","","",104100952
"51148","20/21","","","",104200953
"51149","20/21","","","",104200953
"51150","20/21","","","",104200953
"51151","20/21","","","",104200953
"51152","20/21","","","",104200953
"51153","20/21","","","",104200953
"51154","20/21","","","",104200953
"51155","20/21","","","",104200953
"51156","20/21","","","",104200953
"51157","20/21","","","",104200953
"50658","20/21","","","",104100954
"50659","20/21","","","",104100954
"50660","20/21","","","",104100954
"50661","20/21","","","",104100954
"50662","20/21","","","",104100954
"50663","20/21","","","",104100954
"50664","20/21","","","",104100954
"50665","20/21","","","",104100954
"50666","20/21","","","",104100954
"50667","20/21","","","",104100954
"50660","20/21","","","",104100955
"50666","20/21","","","",104100955
"50995","20/21","","","",104100955
"50996","20/21","","","",104100955
"50998","20/21","","","",104100955
"50999","20/21","","","",104100955
"51000","20/21","","","",104100955
"51002","20/21","","","",104100955
"50663","20/21","","","",104100956
"50995","20/21","","","",104100956
"51000","20/21","","","",104100956
"51055","20/21","","","",104100956
"51027","20/21","","","",104100956
"51032","20/21","","","",104100956
"51034","20/21","","","",104100956
"51037","20/21","","","",104100956
"51674","20/21","","","",104300957
"51718","20/21","","","",104300957
"51722","20/21","","","",104300957
"51047","20/21","","","",104300957
"51026","20/21","","","",104300957
"51020","20/21","","","",104300957
"51039","20/21","","","",104300957
"51040","20/21","","","",104300957
"51138","20/21","","","",104200958
"51142","20/21","","","",104200958
"51148","20/21","","","",104200958
"51151","20/21","","","",104200958
"51154","20/21","","","",104200958
"51160","20/21","","","",104200958
"51162","20/21","","","",104200958
"51175","20/21","","","",104200958
"51030","20/21","","","",104200958
"51040","20/21","","","",104200958
"50658","20/21","","","",104100959
"50659","20/21","","","",104100959
"50660","20/21","","","",104100959
"50661","20/21","","","",104100959
"50662","20/21","","","",104100959
"50663","20/21","","","",104100959
"50664","20/21","","","",104100959
"50665","20/21","","","",104100959
"50666","20/21","","","",104100959
"50667","20/21","","","",104100959
"51147","20/21","","","",104200960
"51160","20/21","","","",104200960
"51161","20/21","","","",104200960
"51162","20/21","","","",104200960
"51166","20/21","","","",104200960
"51169","20/21","","","",104200960
"51174","20/21","","","",104200960
"51175","20/21","","","",104200960
"51058","20/21","","","",104200960
"50659","20/21","","","",104100961
"50662","20/21","","","",104100961
"50663","20/21","","","",104100961
"50664","20/21","","","",104100961
"51007","20/21","","","",104100961
"51009","20/21","","","",104100961
"51011","20/21","","","",104100961
"51015","20/21","","","",104100961
"51025","20/21","","","",104100961
"51024","20/21","","","",104100961
"51005","20/21","","","",104100961
"51022","20/21","","","",104100961
"53008","20/21","","","",105600962
"53009","20/21","","","",105600962
"53010","20/21","","","",105600962
"53011","20/21","","","",105600962
"53012","20/21","","","",105600962
"53013","20/21","","","",105600962
"53014","20/21","","","",105600962
"53015","20/21","","","",105600962
"53016","20/21","","","",105600962
"53017","20/21","","","",105600962
"53008","20/21","","","",105600963
"53009","20/21","","","",105600963
"53010","20/21","","","",105600963
"53011","20/21","","","",105600963
"53012","20/21","","","",105600963
"53013","20/21","","","",105600963
"53014","20/21","","","",105600963
"53015","20/21","","","",105600963
"53016","20/21","","","",105600963
"53017","20/21","","","",105600963
"53011","20/21","","","",105600964
"53012","20/21","","","",105600964
"53109","20/21","","","",105600964
"53110","20/21","","","",105600964
"53111","20/21","","","",105600964
"53112","20/21","","","",105600964
"53114","20/21","","","",105600964
"53115","20/21","","","",105600964
"53116","20/21","","","",105600964
"53117","20/21","","","",105600964
"53118","20/21","","","",105600964
"50663","20/21","","","",104100965
"50664","20/21","","","",104100965
"50997","20/21","","","",104100965
"50998","20/21","","","",104100965
"51000","20/21","","","",104100965
"51007","20/21","","","",104100965
"51009","20/21","","","",104100965
"51011","20/21","","","",104100965
"51015","20/21","","","",104100965
"51024","20/21","","","",104100965
"51059","20/21","","","",104100966
"53008","20/21","","","",105600967
"53012","20/21","","","",105600967
"53014","20/21","","","",105600967
"53017","20/21","","","",105600967
"53115","20/21","","","",105600967
"53161","20/21","","","",105600967
"53163","20/21","","","",105600967
"53218","20/21","","","",105600967
"53286","20/21","","","",105600967
"53308","20/21","","","",105600967
"53426","20/21","","","",105600967
"50994","20/21","","","",104100968
"50995","20/21","","","",104100968
"50996","20/21","","","",104100968
"50997","20/21","","","",104100968
"50998","20/21","","","",104100968
"50999","20/21","","","",104100968
"51000","20/21","","","",104100968
"51001","20/21","","","",104100968
"51002","20/21","","","",104100968
"51003","20/21","","","",104100968
"51160","20/21","","","",104200970
"51161","20/21","","","",104200970
"51162","20/21","","","",104200970
"51166","20/21","","","",104200970
"51169","20/21","","","",104200970
"51171","20/21","","","",104200970
"51174","20/21","","","",104200970
"51175","20/21","","","",104200970
"51019","20/21","","","",104200970
"51020","20/21","","","",104200970
"51151","20/21","","","",104200971
"50658","20/21","","","",104100973
"50664","20/21","","","",104100973
"50994","20/21","","","",104100973
"51002","20/21","","","",104100973
"51007","20/21","","","",104100973
"51011","20/21","","","",104100973
"51015","20/21","","","",104100973
"51025","20/21","","","",104100973
"50664","20/21","","","",104100974
"50667","20/21","","","",104100974
"50994","20/21","","","",104100974
"51007","20/21","","","",104100974
"51011","20/21","","","",104100974
"51015","20/21","","","",104100974
"51025","20/21","","","",104100974
"51024","20/21","","","",104100974
"51017","20/21","","","",104100974
"51026","20/21","","","",104100974
"50994","20/21","","","",104100975
"50995","20/21","","","",104100975
"50996","20/21","","","",104100975
"50997","20/21","","","",104100975
"50998","20/21","","","",104100975
"50999","20/21","","","",104100975
"51000","20/21","","","",104100975
"51001","20/21","","","",104100975
"51002","20/21","","","",104100975
"51003","20/21","","","",104100975
"50658","20/21","","","",104100976
"50659","20/21","","","",104100976
"50662","20/21","","","",104100976
"50663","20/21","","","",104100976
"50664","20/21","","","",104100976
"50997","20/21","","","",104100976
"50999","20/21","","","",104100976
"51003","20/21","","","",104100976
"53111","20/21","","","",105600977
"53161","20/21","","","",105600977
"53213","20/21","","","",105600977
"53296","20/21","","","",105600977
"51034","20/21","","","",105600977
"53304","20/21","","","",105600977
"53425","20/21","","","",105600977
"50994","20/21","","","",104100978
"50995","20/21","","","",104100978
"51029","20/21","","","",104100978
"51041","20/21","","","",104100978
"51059","20/21","","","",104100978
"51056","20/21","","","",104100978
"51055","20/21","","","",104100979
"51029","20/21","","","",104100979
"51036","20/21","","","",104100979
"51041","20/21","","","",104100979
"51046","20/21","","","",104100979
"51059","20/21","","","",104100979
"51019","20/21","","","",104100979
"51056","20/21","","","",104100979
"50664","20/21","","","",104100980
"51009","20/21","","","",104100980
"51025","20/21","","","",104100980
"51055","20/21","","","",104100980
"51029","20/21","","","",104100980
"51036","20/21","","","",104100980
"51041","20/21","","","",104100980
"51020","20/21","","","",104100980
"51023","20/21","","","",104100980
"51007","20/21","","","",104100981
"51009","20/21","","","",104100981
"51011","20/21","","","",104100981
"51015","20/21","","","",104100981
"51025","20/21","","","",104100981
"51024","20/21","","","",104100981
"51005","20/21","","","",104100981
"51022","20/21","","","",104100981
"51044","20/21","","","",104100981
"51020","20/21","","","",104100981
"51013","20/21","","","",104100982
"51055","20/21","","","",104100982
"51027","20/21","","","",104100982
"51032","20/21","","","",104100982
"51034","20/21","","","",104100982
"51037","20/21","","","",104100982
"51059","20/21","","","",104100982
"51057","20/21","","","",104100982
"51040","20/21","","","",104100982
"50658","20/21","","","",104100983
"50659","20/21","","","",104100983
"50662","20/21","","","",104100983
"50663","20/21","","","",104100983
"50664","20/21","","","",104100983
"51002","20/21","","","",104100983
"51024","20/21","","","",104100983
"51030","20/21","","","",104100983
"51138","20/21","","","",104200984
"51140","20/21","","","",104200984
"51141","20/21","","","",104200984
"51142","20/21","","","",104200984
"51143","20/21","","","",104200984
"51144","20/21","","","",104200984
"51147","20/21","","","",104200984
"51149","20/21","","","",104200984
"51152","20/21","","","",104200984
"51153","20/21","","","",104200984
"51156","20/21","","","",104200984
"51160","20/21","","","",104200985
"51161","20/21","","","",104200985
"51162","20/21","","","",104200985
"51166","20/21","","","",104200985
"51169","20/21","","","",104200985
"51171","20/21","","","",104200985
"51174","20/21","","","",104200985
"51175","20/21","","","",104200985
"51057","20/21","","","",104200985
"51049","20/21","","","",104200985
"50994","20/21","","","",104100986
"50995","20/21","","","",104100986
"50996","20/21","","","",104100986
"50997","20/21","","","",104100986
"50998","20/21","","","",104100986
"50999","20/21","","","",104100986
"51000","20/21","","","",104100986
"51001","20/21","","","",104100986
"51002","20/21","","","",104100986
"51003","20/21","","","",104100986
"51195","20/21","","","",104200987
"51180","20/21","","","",104200987
"51181","20/21","","","",104200987
"51182","20/21","","","",104200987
"51186","20/21","","","",104200987
"51198","20/21","","","",104200987
"51026","20/21","","","",104200987
"51056","20/21","","","",104200987
"50658","20/21","","","",104100988
"50659","20/21","","","",104100988
"50660","20/21","","","",104100988
"50661","20/21","","","",104100988
"50662","20/21","","","",104100988
"50663","20/21","","","",104100988
"50664","20/21","","","",104100988
"50665","20/21","","","",104100988
"50666","20/21","","","",104100988
"50667","20/21","","","",104100988
"53013","20/21","","","",105600989
"53113","20/21","","","",105600989
"53212","20/21","","","",105600989
"53213","20/21","","","",105600989
"53214","20/21","","","",105600989
"53017","20/21","","","",105600990
"53109","20/21","","","",105600990
"53112","20/21","","","",105600990
"53161","20/21","","","",105600990
"53162","20/21","","","",105600990
"53163","20/21","","","",105600990
"53164","20/21","","","",105600990
"53165","20/21","","","",105600990
"53211","20/21","","","",105600990
"53212","20/21","","","",105600990
"53213","20/21","","","",105600990
"53214","20/21","","","",105600990
"53215","20/21","","","",105600990
"53221","20/21","","","",105600990
"50658","20/21","","","",104100991
"50659","20/21","","","",104100991
"50660","20/21","","","",104100991
"50661","20/21","","","",104100991
"50662","20/21","","","",104100991
"50663","20/21","","","",104100991
"50664","20/21","","","",104100991
"50665","20/21","","","",104100991
"50666","20/21","","","",104100991
"50667","20/21","","","",104100991
"53112","20/21","","","",105600992
"53118","20/21","","","",105600992
"53161","20/21","","","",105600992
"53162","20/21","","","",105600992
"53163","20/21","","","",105600992
"53164","20/21","","","",105600992
"53165","20/21","","","",105600992
"53211","20/21","","","",105600992
"53212","20/21","","","",105600992
"53213","20/21","","","",105600992
"53214","20/21","","","",105600992
"53215","20/21","","","",105600992
"53221","20/21","","","",105600992
"51148","20/21","","","",104200993
"51198","20/21","","","",104200993
"51056","20/21","","","",104200993
"53008","20/21","","","",105600994
"53009","20/21","","","",105600994
"53010","20/21","","","",105600994
"53011","20/21","","","",105600994
"53012","20/21","","","",105600994
"53013","20/21","","","",105600994
"53014","20/21","","","",105600994
"53015","20/21","","","",105600994
"53016","20/21","","","",105600994
"53017","20/21","","","",105600994
"50658","20/21","","","",104100995
"50659","20/21","","","",104100995
"50660","20/21","","","",104100995
"50661","20/21","","","",104100995
"50662","20/21","","","",104100995
"50663","20/21","","","",104100995
"50664","20/21","","","",104100995
"50665","20/21","","","",104100995
"50666","20/21","","","",104100995
"50667","20/21","","","",104100995
"51139","20/21","","","",104200996
"51142","20/21","","","",104200996
"51146","20/21","","","",104200996
"51147","20/21","","","",104200996
"51152","20/21","","","",104200996
"51148","20/21","","","",104200997
"51151","20/21","","","",104200997
"51162","20/21","","","",104200997
"51181","20/21","","","",104200997
"51198","20/21","","","",104200997
"51056","20/21","","","",104200997
"51144","20/21","","","",104200998
"51195","20/21","","","",104200998
"51180","20/21","","","",104200998
"51181","20/21","","","",104200998
"51182","20/21","","","",104200998
"51186","20/21","","","",104200998
"51019","20/21","","","",104200998
"51190","20/21","","","",104200998
"51191","20/21","","","",104200998
"51050","20/21","","","",104200998
"50994","20/21","","","",104100999
"50995","20/21","","","",104100999
"50996","20/21","","","",104100999
"50997","20/21","","","",104100999
"50998","20/21","","","",104100999
"50999","20/21","","","",104100999
"51000","20/21","","","",104100999
"51001","20/21","","","",104100999
"51002","20/21","","","",104100999
"51003","20/21","","","",104100999
"51007","20/21","","","",104101000
"51009","20/21","","","",104101000
"51011","20/21","","","",104101000
"51015","20/21","","","",104101000
"51025","20/21","","","",104101000
"51024","20/21","","","",104101000
"51017","20/21","","","",104101000
"51013","20/21","","","",104101000
"51026","20/21","","","",104101000
"50659","20/21","","","",104101001
"50663","20/21","","","",104101001
"50994","20/21","","","",104101001
"50997","20/21","","","",104101001
"50998","20/21","","","",104101001
"51001","20/21","","","",104101001
"51055","20/21","","","",104101001
"51027","20/21","","","",104101001
"50663","20/21","","","",104101002
"50994","20/21","","","",104101002
"50998","20/21","","","",104101002
"51001","20/21","","","",104101002
"51005","20/21","","","",104101002
"51033","20/21","","","",104101002
"51020","20/21","","","",104101002
"50658","20/21","","","",104101003
"50662","20/21","","","",104101003
"50663","20/21","","","",104101003
"50664","20/21","","","",104101003
"50996","20/21","","","",104101003
"51000","20/21","","","",104101003
"51002","20/21","","","",104101003
"51003","20/21","","","",104101003
"53109","20/21","","","",105601004
"53113","20/21","","","",105601004
"53114","20/21","","","",105601004
"53115","20/21","","","",105601004
"50658","20/21","","","",104101005
"50663","20/21","","","",104101005
"51009","20/21","","","",104101005
"51027","20/21","","","",104101005
"51032","20/21","","","",104101005
"51034","20/21","","","",104101005
"51059","20/21","","","",104101005
"51056","20/21","","","",104101005
"53218","20/21","","","",105601006
"51034","20/21","","","",105601006
"53310","20/21","","","",105601006
"53424","20/21","","","",105601006
"53425","20/21","","","",105601006
"50658","20/21","","","",104101007
"50659","20/21","","","",104101007
"50660","20/21","","","",104101007
"50661","20/21","","","",104101007
"50662","20/21","","","",104101007
"50663","20/21","","","",104101007
"50664","20/21","","","",104101007
"50665","20/21","","","",104101007
"50666","20/21","","","",104101007
"50667","20/21","","","",104101007
"53010","20/21","","","",105601008
"53011","20/21","","","",105601008
"53012","20/21","","","",105601008
"53014","20/21","","","",105601008
"53110","20/21","","","",105601008
"53112","20/21","","","",105601008
"53114","20/21","","","",105601008
"53115","20/21","","","",105601008
"53117","20/21","","","",105601008
"53118","20/21","","","",105601008
"51007","20/21","","","",104101009
"51009","20/21","","","",104101009
"51011","20/21","","","",104101009
"51015","20/21","","","",104101009
"51025","20/21","","","",104101009
"51024","20/21","","","",104101009
"51008","20/21","","","",104101009
"51016","20/21","","","",104101009
"51026","20/21","","","",104101009
"51040","20/21","","","",104101009
"53011","20/21","","","",105601010
"53304","20/21","","","",105601010
"51138","20/21","","","",104201011
"51139","20/21","","","",104201011
"51140","20/21","","","",104201011
"51141","20/21","","","",104201011
"51142","20/21","","","",104201011
"51143","20/21","","","",104201011
"51144","20/21","","","",104201011
"51145","20/21","","","",104201011
"51146","20/21","","","",104201011
"51147","20/21","","","",104201011
"51055","20/21","","","",104101012
"51029","20/21","","","",104101012
"51036","20/21","","","",104101012
"51041","20/21","","","",104101012
"51046","20/21","","","",104101012
"51059","20/21","","","",104101012
"51031","20/21","","","",104101012
"51056","20/21","","","",104101012
"50658","20/21","","","",104101013
"50662","20/21","","","",104101013
"50995","20/21","","","",104101013
"50997","20/21","","","",104101013
"51009","20/21","","","",104101013
"51005","20/21","","","",104101013
"51059","20/21","","","",104101013
"51056","20/21","","","",104101013
"51023","20/21","","","",104101013
"50666","20/21","","","",104101014
"50994","20/21","","","",104101014
"50995","20/21","","","",104101014
"50996","20/21","","","",104101014
"50997","20/21","","","",104101014
"50998","20/21","","","",104101014
"50999","20/21","","","",104101014
"51001","20/21","","","",104101014
"51002","20/21","","","",104101014
"51003","20/21","","","",104101014
"50662","20/21","","","",104101015
"50663","20/21","","","",104101015
"51007","20/21","","","",104101015
"51009","20/21","","","",104101015
"51011","20/21","","","",104101015
"51015","20/21","","","",104101015
"51025","20/21","","","",104101015
"51017","20/21","","","",104101015
"51030","20/21","","","",104101015
"50994","20/21","","","",104101016
"50995","20/21","","","",104101016
"50996","20/21","","","",104101016
"50997","20/21","","","",104101016
"50998","20/21","","","",104101016
"50999","20/21","","","",104101016
"51000","20/21","","","",104101016
"51001","20/21","","","",104101016
"51002","20/21","","","",104101016
"51003","20/21","","","",104101016
"53009","20/21","","","",105601017
"53010","20/21","","","",105601017
"53011","20/21","","","",105601017
"53015","20/21","","","",105601017
"53110","20/21","","","",105601017
"53115","20/21","","","",105601017
"53116","20/21","","","",105601017
"53117","20/21","","","",105601017
"53009","20/21","","","",105601018
"53012","20/21","","","",105601018
"53017","20/21","","","",105601018
"53109","20/21","","","",105601018
"53110","20/21","","","",105601018
"53111","20/21","","","",105601018
"53112","20/21","","","",105601018
"53113","20/21","","","",105601018
"53114","20/21","","","",105601018
"53115","20/21","","","",105601018
"53116","20/21","","","",105601018
"53117","20/21","","","",105601018
"53118","20/21","","","",105601018
"50658","20/21","","","",104101019
"50664","20/21","","","",104101019
"51007","20/21","","","",104101019
"51011","20/21","","","",104101019
"51015","20/21","","","",104101019
"51008","20/21","","","",104101019
"51016","20/21","","","",104101019
"51055","20/21","","","",104101019
"50994","20/21","","","",104101020
"50995","20/21","","","",104101020
"50996","20/21","","","",104101020
"50997","20/21","","","",104101020
"50998","20/21","","","",104101020
"50999","20/21","","","",104101020
"51000","20/21","","","",104101020
"51001","20/21","","","",104101020
"51003","20/21","","","",104101020
"53118","20/21","","","",105601021
"53213","20/21","","","",105601021
"50662","20/21","","","",104101022
"50663","20/21","","","",104101022
"50664","20/21","","","",104101022
"50994","20/21","","","",104101022
"50995","20/21","","","",104101022
"50997","20/21","","","",104101022
"50998","20/21","","","",104101022
"50999","20/21","","","",104101022
"51000","20/21","","","",104101022
"51002","20/21","","","",104101022
"51673","20/21","","","",104301023
"51674","20/21","","","",104301023
"51675","20/21","","","",104301023
"51676","20/21","","","",104301023
"51677","20/21","","","",104301023
"51678","20/21","","","",104301023
"51679","20/21","","","",104301023
"51680","20/21","","","",104301023
"51681","20/21","","","",104301023
"51682","20/21","","","",104301023
"51195","20/21","","","",104201024
"51180","20/21","","","",104201024
"51181","20/21","","","",104201024
"51182","20/21","","","",104201024
"51186","20/21","","","",104201024
"51198","20/21","","","",104201024
"51018","20/21","","","",104201024
"51056","20/21","","","",104201024
"51152","20/21","","","",104201025
"51155","20/21","","","",104201025
"51160","20/21","","","",104201025
"51161","20/21","","","",104201025
"51162","20/21","","","",104201025
"51166","20/21","","","",104201025
"51169","20/21","","","",104201025
"51171","20/21","","","",104201025
"51174","20/21","","","",104201025
"51175","20/21","","","",104201025
"51031","20/21","","","",104201025
"51190","20/21","","","",104201025
"51673","20/21","","","",104301026
"51674","20/21","","","",104301026
"51676","20/21","","","",104301026
"51677","20/21","","","",104301026
"51678","20/21","","","",104301026
"51679","20/21","","","",104301026
"51681","20/21","","","",104301026
"51682","20/21","","","",104301026
"53010","20/21","","","",105601027
"53012","20/21","","","",105601027
"53109","20/21","","","",105601027
"53110","20/21","","","",105601027
"53112","20/21","","","",105601027
"53114","20/21","","","",105601027
"53115","20/21","","","",105601027
"53116","20/21","","","",105601027
"53117","20/21","","","",105601027
"53118","20/21","","","",105601027
"53113","20/21","","","",105601028
"53162","20/21","","","",105601028
"53165","20/21","","","",105601028
"53213","20/21","","","",105601028
"53214","20/21","","","",105601028
"53215","20/21","","","",105601028
"53417","20/21","","","",105601028
"53425","20/21","","","",105601028
"53423","20/21","","","",105601028
"53426","20/21","","","",105601028
"53113","20/21","","","",105601029
"53304","20/21","","","",105601029
"50666","20/21","","","",104101030
"50994","20/21","","","",104101030
"50995","20/21","","","",104101030
"50996","20/21","","","",104101030
"50997","20/21","","","",104101030
"51001","20/21","","","",104101030
"51003","20/21","","","",104101030
"51024","20/21","","","",104101030
"51027","20/21","","","",104101030
"51009","20/21","","","",104101031
"51055","20/21","","","",104101031
"51029","20/21","","","",104101031
"51036","20/21","","","",104101031
"51041","20/21","","","",104101031
"51046","20/21","","","",104101031
"51059","20/21","","","",104101031
"51031","20/21","","","",104101031
"51056","20/21","","","",104101031
"50994","20/21","","","",104101032
"50995","20/21","","","",104101032
"50996","20/21","","","",104101032
"50997","20/21","","","",104101032
"50998","20/21","","","",104101032
"50999","20/21","","","",104101032
"51000","20/21","","","",104101032
"51001","20/21","","","",104101032
"51002","20/21","","","",104101032
"51003","20/21","","","",104101032
"50658","20/21","","","",104101033
"50659","20/21","","","",104101033
"50660","20/21","","","",104101033
"50662","20/21","","","",104101033
"50663","20/21","","","",104101033
"50664","20/21","","","",104101033
"50666","20/21","","","",104101033
"50667","20/21","","","",104101033
"53113","20/21","","","",105601034
"53161","20/21","","","",105601034
"53162","20/21","","","",105601034
"53163","20/21","","","",105601034
"53165","20/21","","","",105601034
"53210","20/21","","","",105601034
"53218","20/21","","","",105601034
"53220","20/21","","","",105601034
"53222","20/21","","","",105601034
"53223","20/21","","","",105601034
"53226","20/21","","","",105601034
"51739","20/21","","","",104301035
"50997","20/21","","","",104101036
"50999","20/21","","","",104101036
"51007","20/21","","","",104101036
"51009","20/21","","","",104101036
"51011","20/21","","","",104101036
"51015","20/21","","","",104101036
"51025","20/21","","","",104101036
"51024","20/21","","","",104101036
"51008","20/21","","","",104101036
"51016","20/21","","","",104101036
"51026","20/21","","","",104101036
"51040","20/21","","","",104101036
"53008","20/21","","","",105601037
"53009","20/21","","","",105601037
"53010","20/21","","","",105601037
"53011","20/21","","","",105601037
"53012","20/21","","","",105601037
"53013","20/21","","","",105601037
"53014","20/21","","","",105601037
"53015","20/21","","","",105601037
"53016","20/21","","","",105601037
"53017","20/21","","","",105601037
"51675","20/21","","","",104301038
"51681","20/21","","","",104301038
"51683","20/21","","","",104301038
"51686","20/21","","","",104301038
"51718","20/21","","","",104301038
"51720","20/21","","","",104301038
"51056","20/21","","","",104301038
"53013","20/21","","","",105601039
"53109","20/21","","","",105601039
"53110","20/21","","","",105601039
"53111","20/21","","","",105601039
"53112","20/21","","","",105601039
"53113","20/21","","","",105601039
"53114","20/21","","","",105601039
"53115","20/21","","","",105601039
"53116","20/21","","","",105601039
"53117","20/21","","","",105601039
"53118","20/21","","","",105601039
"51032","20/21","","","",104101040
"51034","20/21","","","",104101040
"51037","20/21","","","",104101040
"51059","20/21","","","",104101040
"51056","20/21","","","",104101040
"53008","20/21","","","",105601041
"53009","20/21","","","",105601041
"53010","20/21","","","",105601041
"53011","20/21","","","",105601041
"53012","20/21","","","",105601041
"53013","20/21","","","",105601041
"53014","20/21","","","",105601041
"53015","20/21","","","",105601041
"53016","20/21","","","",105601041
"53017","20/21","","","",105601041
"53111","20/21","","","",105601042
"53112","20/21","","","",105601042
"53163","20/21","","","",105601042
"53212","20/21","","","",105601042
"53213","20/21","","","",105601042
"53214","20/21","","","",105601042
"53221","20/21","","","",105601042
"53283","20/21","","","",105601042
"53286","20/21","","","",105601042
"53425","20/21","","","",105601042
"50658","20/21","","","",104101043
"50659","20/21","","","",104101043
"50660","20/21","","","",104101043
"50661","20/21","","","",104101043
"50662","20/21","","","",104101043
"50663","20/21","","","",104101043
"50664","20/21","","","",104101043
"50665","20/21","","","",104101043
"50666","20/21","","","",104101043
"50667","20/21","","","",104101043
"51148","20/21","","","",104201044
"51149","20/21","","","",104201044
"51150","20/21","","","",104201044
"51151","20/21","","","",104201044
"51152","20/21","","","",104201044
"51153","20/21","","","",104201044
"51154","20/21","","","",104201044
"51155","20/21","","","",104201044
"50998","20/21","","","",104100837
"51001","20/21","","","",104100837
"51056","20/21","","","",104100837
"51673","20/21","","","",104300838
"51674","20/21","","","",104300838
"51675","20/21","","","",104300838
"51676","20/21","","","",104300838
"51677","20/21","","","",104300838
"51678","20/21","","","",104300838
"51679","20/21","","","",104300838
"51680","20/21","","","",104300838
"51681","20/21","","","",104300838
"51682","20/21","","","",104300838
"51673","20/21","","","",104300839
"51674","20/21","","","",104300839
"51675","20/21","","","",104300839
"51676","20/21","","","",104300839
"51677","20/21","","","",104300839
"51678","20/21","","","",104300839
"51679","20/21","","","",104300839
"51680","20/21","","","",104300839
"51681","20/21","","","",104300839
"51682","20/21","","","",104300839
"50658","20/21","","","",104100840
"50659","20/21","","","",104100840
"50660","20/21","","","",104100840
"50661","20/21","","","",104100840
"50662","20/21","","","",104100840
"50663","20/21","","","",104100840
"50664","20/21","","","",104100840
"50665","20/21","","","",104100840
"50666","20/21","","","",104100840
"50667","20/21","","","",104100840
"51676","20/21","","","",104300841
"51678","20/21","","","",104300841
"51682","20/21","","","",104300841
